F41G3.12	G5EG68
F52D1.1	O17352
ZK1067.5	Q23386
M110.2	Q21529
K04A8.4	Q94253
T06D8.8	Q22253
T07A9.6	G5EE01
F46F11.3	P91301
R06C1.2	O62336
C06A1.1	P54811
C41C4.8	P54812
T23D8.3	O02327
Y73E7A.7	Q9GUM2
W02B12.11	G5EGS9
F27D4.1	Q93615
C47D12.2	Q18668
C50F4.11	G5EFM0
F29B9.6	Q95017
F29B9.5	Q95Q57
F56D2.4	Q20872
R01H10.8	G5EEW9
T03F6.5	Q9NDC9
T05E11.4	Q22236
F53G2.7	O17245
C18H9.3	Q09237
T01D3.5	Q9XVJ5
Y41G9A.1	G5ED37
D1037.3	Q9TYS3
C54F6.14	O16453
F25B4.5	Q22961
W08E3.2	G5EDE4
F26H9.4	P91851
W06B3.1	Q9XXM2
F28C1.1	Q19854
C41G11.3	Q18563
Y57G11B.1	G5EF79
T27E7.6	O45859
F58H7.2	O45089
Y56A3A.5	Q9U243
Y48G10A.1	G5EF86
Y52B11C.1	D4YWC2
R07E5.13	Q21828
W03A3.1	P41935
Y14H12B.2	Q9TYP8
C17C3.15	Q9BIA6
Y43F11A.5	Q9U2G8
K11H3.3	P34519
Y37B11A.3	Q9BKQ2
K01C8.1	Q21080
T01H8.2	Q93968
Y51H7C.9	Q95XY8
F01G10.1	O17759
F57B9.1	Q20939
K07A3.1	G5EBJ7
F46G11.3	Q20483
B0395.2	Q17498
F16B4.7	O44629
C06E1.3	P34298
R08F11.1	O01893
C18E3.2	O02101
ZK1128.5	Q09646
ZK1067.7	Q23390
Y70G10A.3	Q9XWC5
F53B1.8	Q20702
F47E1.2	Q20538
K02G10.5	Q21157
F59F4.4	Q93841
Y18D10A.23	Q9XW19
F41E7.1	Q20273
F41E7.2	G5EFS0
F57G8.5	Q9XU88
T08A9.1	Q22342
C05D12.5	Q17659
C08B11.2	Q09440
R06C1.1	G5ECH0
C53A5.3	O17695
C07H6.8	Q95YE8
F25G6.6	O16924
C27A7.4	P90757
W05B10.4	P91575
ZK1053.3	O62505
T10B11.3	Q9TZI2
F43D9.6	B3CKG1
H11E01.3	O61802
F47A4.5	Q20500
H23L24.2	Q9N5L3
D1037.5	Q9TYS0
C45B2.6	Q95YD2
T04B2.5	G5EF58
F35C5.3	O45438
C34B2.6	O44952
Y75B8A.4	Q9XW87
T14G10.1	Q22501
F35B12.7	Q20011
M106.7	Q0G841
Y51H7C.5	E0DBL0
Y38F1A.5	Q9U2M5
K08E4.6	Q21336
F57B10.5	O44738
Y50D4C.4	Q965Q8
C54C8.11	G5EEZ8
T27F6.1	O45866
F35H8.2	Q20081
ZK1225.2	Q9XXL2
F30A10.4	Q93643
T15D6.2	G5EDP7
F44F4.6	G5ECK8
T15D6.3	O02315
T09E11.9	O02309
T14B4.9	Q22481
R07C3.3	O16776
T28F3.9	G5EBQ5
T09E11.6	O02312
F22D6.11	Q19730
Y92H12BR.6	Q9BPP1
Y71H2AM.8	Q9BL48
Y74C10AR.3	G4SRS5
W09D6.6	G5EFD4
R53.6	Q22019
F59G1.3	Q21053
Y50D7A.2	Q9N3L2
Y50D7A.11	Q7YZG6
Y66H1A.4	Q9TYK1
Y37D8A.22	Q9XWU8
T10F2.2	Q10050
Y105E8A.9	Q8WQB3
C50H11.1	O16481
F41C3.3	Q20264
F11A3.1	Q19339
C05D11.9	Q11188
F33D11.11	O44782
F42G2.5	O17099
Y116A8A.2	Q9U2W1
F54H5.3	P91330
F57A10.2	O45592
Y53C10A.15	Q18LB3
Y116A8A.7	Q9U2V8
D2096.8	Q19007
K05F1.5	Q21241
C43H8.2	Q9TZN2
F58B3.7	Q20966
F44G4.2	Q20412
C52B11.5	Q18773
Y79H2A.11	Q95QC4
E04A4.5	O44477
D2096.1	Q19012
Y53F4B.20	Q9NAA0
T12E12.6	A5A631
T01C1.2	G5EGQ5
D1037.2	Q9TYS4
C05D11.13	Q11191
F08G2.5	Q9XVA3
T26C11.2	Q22807
T22F7.5	Q8WQC6
K10D3.4	Q21418
ZC84.1	Q03610
T22F7.3	Q22685
F30H5.3	Q09983
Y54E5B.2	Q9XWF9
C34D10.2	Q18437
K09F5.6	Q95QC9
K09F5.3	Q2XN18
Y60A3A.9	Q9U1Z4
T08D2.1	A4F319
F52D10.2	Q20652
M176.3	Q21551
T28D6.9	Q9U357
Y47G6A.9	Q9N3T3
ZK970.3	Q23679
Y66D12A.7	Q9BI40
C54G4.6	Q18851
ZC13.2	Q95Q41
Y54G11A.17	C0Z3L6
F43H9.3	Q20377
Y53F4B.9	Q9NAC1
F21C3.3	P53795
Y32H12A.8	Q9N533
F45E4.9	Q94234
F08A8.6	O62142
Y18D10A.22	G5ECG4
Y54E2A.1	G5EDR6
F29G6.1	Q95011
F27D9.2	Q19845
C32E8.8	P91129
F31F6.5	Q19945
C54A12.1	Q09938
Y53F4B.28	Q9NAB5
T07H8.6	O61894
C53C11.3	P91184
C41D7.2	O16530
F54G8.5	Q03602
R09H10.4	Q21883
C45B2.7	Q95YD0
Y38F1A.3	Q9XWL9
T21H3.2	O16307
ZK270.1	G5EE13
K07C10.1	Q09934
Y65B4BR.3	Q9N2Z6
F44F4.4	Q20404
T05E11.5	P49049
F10B5.4	Q09306
C33A12.7	O17636
R02E12.4	Q21641
F59A6.3	Q21027
F18E9.3	Q19568
T21D12.11	O16783
C26G2.2	Q9U3P1
C04E6.5	O01467
F38B7.5	Q7JLI8
F53B1.4	Q20697
Y18D10A.1	Q9XW25
F29B9.10	Q9GYI2
Y47G6A.31	Q4W5S1
D2023.4	O17731
C15H11.9	Q9XVT0
C34C12.6	Q09270
Y66A7A.6	O45293
C32D5.3	Q09263
Y51H7C.11	Q95XY4
F22B5.2	Q19706
C29E4.2	P34341
B0414.5	O01835
T05A8.4	O44857
T06D4.3	O16651
T25B6.2	Q22763
ZK20.3	Q23451
F25B3.6	G5EBY0
C28C12.5	Q18279
R148.6	O17271
EEED8.6	Q09296
K07A1.7	P90912
ZC434.2	Q23312
F47G3.1	Q9GYN6
F54F7.5	G5EBL2
C44B7.10	Q18599
ZK1320.9	Q09657
B0024.12	Q17427
T23G11.2	G5EC27
T19C3.8	P49594
Y69A2AL.2	Q3V5J7
C07E3.9	Q17790
C03H5.4	O16654
R06C7.2	Q21772
B0416.4	Q11072
T19D7.6	Q22587
ZC250.5	A3KFD7
C50F4.1	Q18739
D1044.1	P41949
ZK849.1	O18301
W04A4.6	Q7YWR9
B0228.7	Q09438
ZC395.6	G5EBS1
W05B2.5	Q9U348
W05B2.6	Q9XVG3
Y41D4A.2	Q95Y22
W05B2.1	Q9U349
F52H2.7	O17398
T07F10.3	Q22318
Y4C6B.6	Q9UB00
C33C12.8	O16581
Y119D3B.14	Q95Y73
B0491.7	Q17514
C07H6.6	Q95YE9
Y102A11A.8	Q95XJ7
T04B2.8	Q5FC70
C47G2.3	Q9NAQ9
F53A2.4	G5EE74
M153.1	Q21544
F55G1.9	Q20848
ZK1248.2	Q23422
T05E7.2	O01860
Y37E3.4	Q9BKU8
Y47D3A.16	Q9NAH6
Y113G7B.17	Q9U2X0
Y71F9B.2	Q9N4G7
F52D10.5	Q20657
W02D3.5	O01812
W02D3.7	O01814
T22G5.2	O02323
T22G5.6	O02324
F40F4.2	Q20224
C27H6.8	O17606
C30B5.9	C8JQP7
K02G10.3	Q95QD1
F55G7.2	Q20856
F54F7.7	Q20794
W06D11.4	Q23200
ZC53.6	Q23375
D1053.2	Q18939
F41E6.11	O16463
C08B11.9	Q09227
F23C8.9	Q9TXI0
M03B6.3	G5EGM4
F59F3.4	G5EFH3
T11B7.1	Q22387
F53F10.3	O01578
Y56A3A.11	Q9U218
F13D12.6	P52715
Y40D12A.2	O76725
K10C2.1	Q94269
F41C3.5	P52717
Y16B4A.2	K8ESM2
ZK809.3	Q23597
Y108G3AL.1	Q17391
ZK1098.7	P34748
F48C1.5	O01571
K07H8.3	O61219
K10D2.5	Q09411
F54F2.8	P34453
B0205.6	O61741
F13H8.9	Q19434
K07A1.2	G5EET2
C29F3.1	O17612
H20J04.6	Q9N5M3
R01E6.5	Q21616
E03H12.5	O02124
C41G7.6	Q93370
Y39B6A.9	Q9NET6
C36A4.4	Q18493
D2045.9	Q18989
T28A11.22	Q4PIS6
M01F1.9	Q7YWW8
Y47G6A.22	Q8MXS8
Y47G6A.21	Q9BL81
R05D8.10	Q9N5G1
R08H2.1	O45709
C06E4.6	Q17724
F26D2.15	G5ECL7
F25D1.5	Q19774
T01G6.10	O16971
D1054.8	Q18946
W03F9.9	O16995
F12E12.12	B4DCT0
R11D1.11	Q21929
T01G6.1	O16969
F12E12.11	Q1EPL7
ZK829.1	G5ECU4
F09E10.3	Q19246
C47E12.8	Q18677
R06C7.3	Q21773
ZK652.10	Q95PW5
T19D7.4	Q22585
R119.2	O61710
Y43F8C.7	Q9XWP1
VF13D12L.3	G5EDW8
F36A2.3	G5EDM5
Y17G7B.3	Q9XXJ1
R08H2.10	O17992
F36H12.3	O76719
C17F3.3	O44948
T23B3.5	P91488
K08E3.2	Q9XUT1
Y59E9AL.6	Q9N328
ZK354.3	P91570
C35E7.9	O61765
F59C6.4	Q93830
F56H1.6	Q4W4Z2
F39B2.3	O45496
W09D10.5	O18184
F11D5.7	Q5WRR9
K09C4.4	Q21382
K09C4.2	Q21384
R151.1	Q21995
F14D2.15	Q6A584
Y52B11A.1	Q9XWF5
F39B2.2	O45495
Y53C10A.5	Q9XW52
F02C12.1	Q19107
R05G9.3	Q966H1
Y39A3CR.7	Q9N411
F26G5.9	G5ED20
ZK856.5	Q23640
B0252.2	Q10916
ZK455.4	Q23498
ZC53.4	Q23371
C33E10.6	Q9N504
F49H6.5	Q9XV04
C04G6.7	Q17641
F29D10.2	Q19899
C06A1.6	Q9XVX3
R13H4.8	Q7YWV7
C06A1.7	Q565C8
C04G6.10	Q95QY1
C27A2.5	Q18238
K02B12.5	Q21117
C54G4.7	Q18852
C07H4.2	G5EGT4
F59E10.3	O17901
ZK1098.11	G5EE42
Y47G6A.10	Q9N3T5
Y108F1.1	G5EGR7
Y47C4A.1	G5EGR7
M03C11.5	P54813
Y38F2AR.7	G5EDB6
K12D12.2	Q21436
Y71H2AM.5	Q9BL34
C16C10.1	Q09461
F09D1.1	O44787
C16C10.5	Q09251
F01G4.5	Q93438
Y20F4.3	Q95XA9
F32D1.2	O16298
ZC262.5	P34539
R05D3.6	P34539
Y46G5A.5	Q9U2G1
ZK1248.11	Q23420
M01D7.2	G5EED5
T01E8.5	G5EG51
K11B4.2	O45685
F54D12.3	O44832
F28F9.4	Q94197
Y46B2A.3	Q9N4X3
F46C8.1	Q9GYP2
ZC513.3	Q23363
C02D4.1	Q6LA91
K07D4.6	O76573
F57H12.6	O45097
F40E10.5	Q20202
F57H12.3	O45098
F10G2.4	Q22954
Y25C1A.3	Q9TYL3
ZC477.1	Q23347
C56C10.10	Q18888
F02D8.3	Q19119
Y11D7A.4	Q9XWR6
Y39G10AR.17	Q95XQ1
T18D3.9	Q7YWV6
K04G2.3	Q21222
F10E7.8	Q19300
B0412.3	P90984
F55A3.3	Q9N5R9
F55A3.7	Q9N5S0
C48D5.2a	P28191
F48E8.6	Q09568
W01A8.3	Q23097
Y53H1B.1	Q9U250
T04F8.4	Q22164
F10E7.10	Q19304
Y53C12B.6	O18213
F53F1.1	Q9XVM7
W06D12.1	G5EFQ3
C47G2.1	Q03755
M28.1	Q21573
M142.2	Q21540
K06A1.3	Q09586
Y55D5A.6	Q7KWZ4
T21B10.6	Q22627
T22C8.7	Q22680
Y37B11A.1	Q9BKQ4
F53B6.6	Q9XVN2
B0511.5	O61816
K08D10.5	Q21321
F09C3.2	O17773
K01G5.10	Q9BI82
F46G10.3	Q20481
Y40C5A.1	Q9N3Z0
F48F7.3	Q20575
T09E11.10	O02310
T09F5.1	O62375
K02A2.3	Q09573
F59C6.12	Q564X7
M01G5.6	Q4W4Y7
R144.13	Q304F0
H36L18.1	O17913
C31B8.8	G5EBU3
T21D11.1	G5ECC4
C26C6.6	Q18208
F33D11.1	O44778
C34B2.4	O44949
Y106G6E.4	Q9XWE6
B0280.3	P41994
F31D4.2	O45417
B0250.9	G5ED82
F23F1.1	O17072
F49D11.9	A7DT41
F49D11.10	A7DT40
T11G6.3	Q22410
F42C5.8	P48156
F42A10.5	Q20310
T19D2.1	Q22580
C02B4.1	G5ECS8
EGAP1.3	G5EGM1
W01F3.2	O62390
Y60A3A.1	Q23023
C52E12.4	Q18780
K02F2.4	O44984
R01H10.7	Q21623
F40H3.5	Q9TZK5
F52B10.2	Q4TTA0
M03C11.7	Q21486
E01A2.5	Q966L4
F15D3.7	Q9XVQ2
M01F1.6	Q21454
F13B9.6	Q19379
T21H3.4	O16304
T23F1.5	O18117
ZK858.7	Q94416
W09G3.2	O18188
F49C12.12	Q20589
C46G7.1	O02142
F21D5.5	Q19683
D1044.3	P41951
D1044.7	Q95QP8
T23B12.3	O17004
C05D12.1	Q17661
M03A1.3	A9Z1K7
C29F5.8	Q45EL1
C09F9.2	O62055
C44B7.5	Q18594
F25G6.2	O16929
R11A8.6	Q21926
K01C8.9	Q21086
R11H6.1	O18000
Y71H2AM.11	Q9BL46
F14H12.1	Q966K5
F26F4.4	Q19819
W10D9.4	O17286
T26A5.8	Q22798
Y49F6B.2	Q9N4U1
F42D1.3	Q93704
R03A10.6	G5EEU4
Y69A2AR.15	Q95XI5
ZK593.8	Q23544
F59A3.4	P91354
M18.8	G5EFD8
C44B11.1	O01908
R07G3.9	Q5WRU0
C09E7.3	Q9N5Z2
Y49A3A.3	Q9XW93
C02F5.4	P34281
Y47D3B.11	Q9U2B7
F10B5.5	Q09535
R06F6.2	Q09600
C18E3.5	O02097
C34B2.7	O44954
C03G5.1	Q09508
T28H10.1	Q22856
T04G9.4	Q22171
K08B12.3	O01581
F28H6.3	Q9XX97
F09G8.3	P34388
T01C3.6	Q22054
F07D3.3	Q19164
F39H11.1	P90867
K11D2.5	Q7YTL5
C29H12.1	Q18316
R01B10.5	G5EBX4
F01F1.6	P46562
Y49E10.2	Q9XTU9
C24B5.4	Q3Y402
F09E5.11	Q19259
F23B2.12	G5EFJ8
F19C7.4	Q19590
F19C7.2	Q19589
F23B2.11	O02252
C26B9.5	Q18198
Y116F11B.3	Q9GRV9
F28E10.5	A3FPI8
F56D6.10	Q4R116
F56D6.9	Q4R117
F15E6.4	O44495
F56D6.8	Q4W4Z3
F15E6.8	O44494
F15E6.3	G5ECT2
F47G9.1	Q20546
F32D8.2	Q19963
ZK686.3	P34669
F54A3.5	Q9N4K0
Y65B4A.3	Q9BL60
T24B8.2	Q22718
R12C12.5	Q21959
R10H10.1	Q21915
R03A10.5	Q21660
F18A11.2	O01324
Y38C1AA.2	Q9N425
Y46G5A.35	Q7YWP5
Y54H5A.1	Q9N393
F26E4.4	P90847
M88.7	Q9U3A1
Y67D2.3	Q9BKQ9
Y54H5A.4	Q9N392
T09A12.5	Q8MXH3
F59F4.2	Q93838
T24B1.1	P90970
M04C9.2	P90931
F16H6.7	Q9XV94
F35F10.7	Q9GYU2
W04E12.7	G5EE34
C04E12.6	O76674
F16H6.4	Q9XV89
F35F10.6	Q9GYU1
F53E2.1	Q9UAU3
F43C1.3	Q7K7S3
F10G8.6	Q93459
F25D7.2	Q93559
F45B8.1	O45524
ZK20.6	Q18673
T16A9.4	Q22523
F18A12.6	O16790
F18A12.1	O16795
Y44F5A.1	G5EEZ4
C36B1.5	Q93339
T20H4.2	Q22621
C30F12.1	Q95YE2
C56C10.3	Q18886
C37C3.3	Q22916
C24A8.4	Q304D8
F21A3.6	O17824
C18C4.9	Q18086
Y57G11B.97	B3GWE1
Y57G7A.9	O76629
R13A1.8	Q21978
C23H5.2	Q7YZV1
Y15E3A.2	Q9U2R5
T22C1.2	Q22663
F46C8.7	Q9GYP4
C09H10.8	Q17884
C29F5.7	Q18311
R102.9	Q7YWV3
Y58A7A.6	Q966A3
C28F5.2	Q09240
F35B12.8	Q20015
C52A11.2	Q09514
Y22D7AR.5	G5EF00
R01E6.6	Q21618
F19H6.2	Q19601
W01C9.5	Q23117
Y57G11B.3	O18226
C50D2.9	Q8ITY6
F28D1.7	Q19877
C34C12.2	Q09495
M151.7	Q965L8
Y32F6A.1	Q9XXS2
C41G7.4	Q93368
F33H2.7	Q9XV44
Y48G1A.3	Q9N3Q8
C10C5.3	Q17898
C10C5.4	Q17899
C10C5.5	Q17900
C44E12.1	Q18621
ZK455.1	Q23500
T05E11.6	P49048
B0393.3	Q17492
W09C5.8	Q9U329
T24D1.4	O02332
K02E11.10	Q5FC49
F09B9.4	G5EE90
T13C5.6	Q22461
F55A3.1	Q400N4
T07C4.8	P41958
Y53F4B.15	G5EDK1
T06G6.9	O18054
F09E5.17	Q8IG33
F09E5.4	Q19258
F56D2.3	Q20873
K07A12.7	Q9NAP9
Y39G8B.7	Q9U2J2
Y37D8A.14	P55954
F02E8.1	Q19126
F35G12.10	Q20053
F13G3.4	Q19416
T05C12.5	Q22226
T01B4.1	Q22042
R04A9.5	Q86DC2
R04A9.7	Q21694
B0035.11	Q17431
F19B10.9	O02073
F41B5.4	O16670
Y17D7A.4	G5EE22
C49C8.4	Q27482
Y5H2B.6	Q9N4Q4
F42A9.5	Q27499
F41B5.2	O16673
C45H4.17	O44706
R08F11.3	O02641
F41B5.7	O16672
Y49C4A.9	Q965T7
F41B5.3	O16671
C25E10.2	Q27471
C12D5.7	Q27470
C50H11.15	O16482
C45H4.2	O44704
K09A11.3	Q27505
C34B7.3	P90771
F08F3.7	Q27531
K09A11.4	Q27507
K09A11.2	Q27506
B0213.12	O44657
C49G7.8	O16220
T09H2.1	O61935
K07C6.4	O44650
C06B3.3	G5ECD0
R04D3.1	G5ED86
K07C6.5	O44649
T10H4.10	O62378
B0213.16	O61204
B0213.10	O44655
C03G6.15	O02628
K07C6.3	O44651
T10H4.11	O62377
K09D9.2	Q9N5I1
B0304.3	Q27465
F14H3.10	O45364
C03G6.14	O02627
B0213.14	O44658
F25H2.9	Q95008
F29A7.6	O16207
B0464.9	Q9BIB3
T12B3.4	Q9UAX1
W04A4.3	O45889
T11G6.8	Q22412
F23H12.2	Q19766
F32B4.2	O62204
F14F3.2	Q19467
Y75B8A.31	Q9XW78
F08F8.7	Q95ZW2
F45H7.4	Q20443
F23C8.6	Q9TXI3
F42A8.3	Q09322
ZK688.3	P34673
Y113G7B.16	Q9U2Y2
F54E7.9	Q95QE8
ZK180.4	Q23445
F20D1.1	Q93533
K03B4.1	Q21174
C06A6.5	Q17688
F42G8.7	O44508
Y71H2AM.24	Q3V5J2
K08D12.2	Q966I6
F19F10.12	Q95ZM2
F14H12.3	Q966K7
T20G5.2	P34575
T09B4.9	O02161
Y54E10BR.6	Q9N3C9
M01D7.4	O01969
F47B10.1	P53588
C50F7.4	P53589
C24G6.3	O76384
K10D2.3	Q09409
Y39A3CL.6	Q9N413
K07C5.4	Q21276
W01B11.3	O45012
C14F11.2	Q17989
C10G11.9	P91026
T27A3.4	P91497
Y71F9AL.1	Q9N4H1
Y87G2A.6	Q9U1Q3
W10C6.1	O18191
C09H10.7	Q17883
C16C2.4	O17591
B0564.7	Q17532
F13D11.4	Q19391
C07G1.5	Q17796
ZK973.11	Q9N4L6
B0041.3	O02055
T21C12.2	Q22633
C31H2.4	Q18347
F30A10.3	Q93644
Y22D7AR.6	Q9BKX8
T20F7.3	O02167
ZK795.1	O62519
F35H12.4	Q20077
Y111B2A.19	Q9NEW5
C39E9.10	Q18545
F09A5.1	Q19235
C13C4.5	O01927
Y37B11A.2	Q9BKQ3
F54C9.1	Q20751
T14G10.7	Q22496
C17G10.1	Q09973
C50B6.2	O17687
C09H10.6	Q17886
F10B5.6	G5EG38
M05B5.4	Q21515
C26E6.12	Q95QU5
M01E5.2	O45691
R07E5.8	Q21829
R01H10.6	Q21626
F26A1.13	Q19803
F26A1.14	Q19804
K11H3.6	Q7YWY8
Y43F8C.13	Q9XWN7
F13H8.3	Q19431
T04H1.7	Q22180
F45G2.7	O62249
T15H9.6	Q09995
F43G6.5	G5EBX5
Y32F6A.3	Q9U2P3
C01B7.6	Q17551
F07B7.12	Q965Y9
C07H6.3	Q95YF0
ZC84.3	Q03609
C27C12.1	Q18249
C05D9.1	Q9GYJ9
C25H3.4	Q18186
Y56A3A.27	O61660
F40F4.7	Q20220
K01G5.1	O17917
F08B4.3	Q19193
F46C3.1	Q19192
Y38E10A.8	Q9NAK3
K12H4.5	P34526
F25H8.2	Q19788
F45G2.4	O62246
K07F5.16	Q7YWX3
F54C4.2	Q9TZ93
F48F5.5	G5EEP3
Y71H2AR.1	Q9BL27
W01C9.4	Q23116
T05C12.3	Q22230
F20D12.2	Q19643
JC8.13	Q8WQE7
F35G12.6	Q20054
H06I04.2	Q9N5N8
C33G8.3	Q18400
F38A1.8	G4RYA5
D1025.2	O62122
F52A8.5	Q20634
Y17G9B.5	Q9N580
T23H2.2	P91493
Y59A8B.8	Q9NEQ8
Y59A8B.25	Q1RPT8
C34E10.5	P46580
C29E4.8	P34346
ZK673.2	Q09629
C39E9.13	Q18547
C41D11.2	O01974
F10D7.2	Q19296
F35G12.8	Q20060
R13G10.1	P48996
K07A1.8	G5EDE8
T10C6.5	O45766
F17A2.1	Q19501
K11G9.4	G5EFY4
H27M09.1	Q9N5K1
F08G12.4	Q19213
R07B1.8	Q09608
K11E4.2	Q21429
T23B12.2	O17005
F09G2.4	O17403
F21D5.7	G5EE80
C05D2.8	O45136
T21B10.1	Q22623
F23B2.6	O62183
C01F6.5	Q17561
C02B10.4	O44444
Y37E11AL.9	Q9N442
R06C1.4	O62337
C50F4.12	Q18746
B0250.1	Q9XVF7
F49C12.8	Q20585
K07D4.3	O76577
F37A4.5	P41883
Y61A9LA.8	Q95XU6
ZK418.5	Q23483
Y73E7A.6	G5EE03
C08H9.16	B5BM26
F09E8.6	Q19269
T23H4.3	P91828
C34D4.9	Q18439
F39D8.4	Q20191
C07D10.4	P55113
F45G2.1	O62243
C24F3.3	Q9XTD6
T04G9.2	P55115
R10H1.5	Q7Z0M7
Y95B8A.1	Q9N2V2
K03B8.3	Q21179
K03B8.1	Q21180
F20G2.4	Q93542
F42A10.8	P98061
T11F9.5	Q22401
T02B11.7	O16977
T24A11.3	Q22710
F58A6.4	Q20958
K04E7.3	P55114
F40E10.1	Q21059
F46C5.3	Q20459
T11F9.3	Q22396
K03B8.2	Q21178
K03B8.5	Q21181
F57C12.1	Q20942
T11F9.6	Q22398
C26C6.3	Q18206
T23F4.4	O17264
F21G4.6	Q93547
F08F1.7	O17388
F32E10.1	Q19974
Y66D12A.9	Q95PZ7
C34E10.2	P46577
R11.1	O62347
Y62E10A.6	Q9U1X0
B0511.1	O61826
F56H1.4	O76371
R01B10.6	Q8MXG1
T20B12.7	P41847
F43E2.11	Q95R15
Y39G8B.5	Q9U2J3
K09A9.1	G5EED4
F10G7.8	Q19324
F45D3.5	G5EFG0
R11A8.5	Q21925
C27A12.10	G5ECR1
C34C12.5	Q09497
Y37E3.13	Q9BKU0
T12A2.5	Q22414
ZK20.5	Q23449
F32B6.3	O45431
B0403.4	Q11067
Y49E10.4	Q9XTU8
Y37D8A.17	Q9XWV0
Y53F4B.3	Q9NAC5
T19B10.7	Q22560
K08E4.1	Q21338
F07A11.3	Q19131
F21G4.4	Q93548
T26A5.3	Q22800
K09A9.5	Q93873
C43F9.8	Q9U3M2
F15A2.5	Q19475
F56A11.3	O44516
R07E5.14	Q21832
K07C11.9	Q21270
B0334.4	Q17476
ZK945.2	Q09583
C25A1.6	Q9XVR8
K04G7.11	Q09385
F39G3.7	G5EFR8
Y108F1.4	Q8MXK3
F54C1.2	Q10660
C37H5.14	A3RMS6
T26F2.3	A5JYX9
F07H5.10	Q19174
D2045.2	Q18983
H04D03.3	O45608
ZK809.2	Q23598
F21H12.6	Q09541
C26E6.5	Q18223
F54C8.2	P34440
F58A4.3	P34470
F20D6.9	Q19649
F11H8.1	Q19360
W09H1.5	O45903
C15C7.7	Q18014
F56D1.3	Q10129
Y57A10A.20	Q9NA80
Y76B12C.7	Q9N4C2
F12F6.3	O01704
Y50D7A.7	O45218
C34E10.1	P46576
ZK1320.7	Q09655
C27F2.8	Q18264
B0280.9	P42000
F10F2.9	K8F812
T09B4.1	O02164
B0511.7	O61817
B0222.4	Q17456
Y66H1B.4	Q9Y194
Y48G1C.12	Q2WF61
T24H7.3	Q22757
Y97E10AR.7	Q9N2U6
F09E5.5	Q19262
F45G2.10	O62252
F46F11.4	P91302
C05D11.1	P48053
C14B9.7	P34334
T21C9.12	Q22647
Y56A3A.28	Q9U235
C01G10.8	Q93168
C05D9.2	Q9GYK0
C03B1.12	Q11117
K07G5.6	G5EBW5
Y47D7A.16	Q3LFN0
H20J04.2	Q9N5L9
C14A4.1	Q17949
Y39G10AR.20	Q95XR1
ZK265.6	Q94402
Y67D2.5	Q9BKR0
R151.3	P47991
F55G1.4	Q20849
F35G2.2	Q20062
C01G10.9	Q93169
C03A7.13	O16510
T19H12.12	O01613
Y43D4A.2	Q9NF29
T28F2.3	O02637
C30C11.1	Q04907
C18A3.3	Q09958
R05G6.5	Q21753
T24D5.4	Q22734
B0547.1	P91001
T14B4.2	Q22483
F10E9.11	Q95QL6
DC2.8	B1GRL5
F09E5.8	P52057
F09E5.7	Q19257
Y37D8A.4	Q9XWW5
F42H10.2	P34415
F11C1.1	Q19342
ZK616.2	Q9N4N1
Y41D4B.5	Q95Y04
Y69A2AR.21	Q95XJ1
ZK1098.4	P34604
C34E10.8	P46582
C16D9.1	Q22902
ZK430.2	Q23493
W09D10.4	O18183
W07G4.3	Q23215
F10B5.8	Q9U3K2
C50B8.3	Q18726
Y38A10A.7	Q95X11
M176.4	Q21552
Y54G9A.6	Q9XWH0
K10B2.1	Q09990
W10D5.2	Q94360
C34B2.10	O44953
Y53C12A.10	B7WNB4
Y53C12A.3	O18212
F29G9.7	O16372
F59E12.1	O01905
C54G4.8	Q18853
ZK909.3	O18307
Y48G9A.11	Q9N3M8
F26H9.5	P91856
R06F6.1	Q09599
F40F11.2	A6ZJ71
ZK856.1	Q23639
C06A5.11	Q95Q89
E02H1.1	Q09522
K07C5.6	Q21278
R10E11.4	P34548
C08E8.2	O62040
T12G3.4	Q22437
C49D10.10	O16607
T06D4.4	O16652
F18A12.5	O16789
F18A12.4	O16791
Y116A8C.5	Q9U2T0
F39E9.4	Q400M1
Y116A8C.4	Q9U2T1
F18A12.3	O16792
T02H6.11	Q9N5E4
C34F6.2	O17641
C47B2.9	Q9U3L4
F40B5.1	Q09319
W02B12.9	Q23125
T12A2.7	Q22417
C14A4.14	Q9U3Q0
F41E7.6	Q20278
T20B3.1	Q9XUN8
C45B11.3	Q18639
C17G10.8	Q09979
Y71G12A.3	Q9BL53
F08H9.9	G5EDN7
F08H9.5	Q19231
W05B2.2	Q9U350
R07B7.10	Q21800
R01H10.1	Q21625
C50F4.16	Q95ZW9
C43H6.7	Q18585
E01A2.4	Q966L6
K04F1.15	Q9TXM0
C49A9.10	Q86GU7
T23B12.1	O17006
F17H10.1	G5ECN2
Y119C1B.3	Q65XY1
Y54H5A.2	Q9BL64
W02A11.1	G5EGR8
C42C1.14	A3QMC5
Y51H4A.15	Q2HQJ8
Y46G5A.12	Q9U2F6
C35D10.12	Q18489
C14B1.10	Q9U3P9
C33H5.10	Q18407
C53H9.1	P91914
Y46G5A.21	G5EFP8
F46B6.4	Q20446
Y105E8B.3	Q95Q34
ZK632.3	P34649
Y48C3A.16	Q9NAF9
F56E10.4	Q9TXP0
C14A4.3	P54002
C13F10.5	O01486
Y82E9BR.18	Q9BKR5
F25C8.5	Q564U4
C03A7.4	O16500
Y71G12A.4	Q9BL52
Y41E3.18	Q5FC17
